TestSponsor,SystemName,Parallel,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.20 GHz, AMD EPYC 74F3",Yes,48,48,2,2,13.7&nbsp;,13.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8368Q)",Yes,76,76,2,1,13.0&nbsp;,13.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Platinum 8380)",Yes,80,80,2,1,12.0&nbsp;,12.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.00 GHz, AMD EPYC 7663",Yes,112,112,2,2,12.1&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.45 GHz, AMD EPYC 7763",Yes,64,64,1,2,12.2&nbsp;,12.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.60 GHz, AMD EPYC 7513",Yes,64,64,2,2,12.5&nbsp;,12.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.00 GHz, AMD EPYC 7713",Yes,64,64,1,2,12.6&nbsp;,12.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.00 GHz, AMD EPYC 7663",Yes,56,56,1,2,12.0&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.95 GHz, AMD EPYC 75F3",Yes,32,32,1,2,13.6&nbsp;,13.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.30 GHz, AMD EPYC 7643",Yes,48,48,1,2,12.3&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.70 GHz, AMD EPYC 72F3",Yes,16,8,1,2,13.8&nbsp;,13.8&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.10 GHz, Intel Xeon Gold 6346)",Yes,32,32,2,1,12.3&nbsp;,12.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Platinum 8352V)",Yes,72,72,2,1,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Platinum 8352Y)",Yes,64,64,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Platinum 8362)",Yes,64,64,2,1,12.4&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.75 GHz, AMD EPYC 7453",Yes,56,56,2,2,11.3&nbsp;,11.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.50 GHz, AMD EPYC 73F3",Yes,32,16,1,2,13.6&nbsp;,13.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.20 GHz, AMD EPYC 74F3",Yes,24,24,1,2,13.6&nbsp;,13.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.65 GHz, AMD EPYC 7413",Yes,24,24,1,2,12.3&nbsp;,12.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.60 GHz, AMD EPYC 7513",Yes,32,32,1,2,12.5&nbsp;,12.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.50 GHz, AMD EPYC 73F3",Yes,32,32,2,2,13.7&nbsp;,13.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.65 GHz, AMD EPYC 7413",Yes,48,48,2,2,12.4&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8351N)",Yes,36,36,1,1,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8360Y)",Yes,72,72,2,1,12.1&nbsp;,12.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Platinum 8368)",Yes,76,76,2,1,11.9&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6336Y)",Yes,48,48,2,1,12.4&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.85 GHz, AMD EPYC 7443",Yes,48,48,2,2,13.6&nbsp;,13.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.85 GHz, AMD EPYC 7443",Yes,24,24,1,2,13.5&nbsp;,13.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.75 GHz, AMD EPYC 7453",Yes,28,28,1,2,11.3&nbsp;,11.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7543P",Yes,32,32,1,2,12.7&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.00 GHz, AMD EPYC 7313",Yes,32,32,2,2,12.7&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.20 GHz, AMD EPYC 7343",Yes,32,32,2,2,13.3&nbsp;,13.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.20 GHz, AMD EPYC 7343",Yes,32,16,1,2,13.2&nbsp;,13.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.00 GHz, AMD EPYC 7313",Yes,32,16,1,2,12.6&nbsp;,12.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Gold 6342)",Yes,48,48,2,1,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318S)",Yes,48,48,2,1,11.7&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 6338T)",Yes,48,48,2,1,11.8&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.60 GHz, Intel Xeon Gold 6334)",Yes,32,16,2,2,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8358)",Yes,64,64,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.00 GHz, Intel Xeon Gold 5317)",Yes,24,24,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.00 GHz, Intel Xeon Gold 6330)",Yes,56,56,2,1,10.8&nbsp;,11.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Platinum 8352S)",Yes,64,64,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.20 GHz, Intel Xeon E-2388G)",Yes,16,8,1,2,15.6&nbsp;,16.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Platinum 8358P)",Yes,64,64,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Platinum 8352M)",Yes,64,64,2,1,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6338N)",Yes,64,64,2,1,12.1&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.00 GHz, Intel Xeon Gold 6338)",Yes,64,64,2,1,11.2&nbsp;,11.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.90 GHz, Intel Xeon Gold 6326)",Yes,32,32,2,1,11.8&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6330N)",Yes,56,56,2,1,11.8&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6312U)",Yes,24,24,1,1,12.3&nbsp;,12.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 6314U)",Yes,32,32,1,1,11.8&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318N)",Yes,48,48,2,1,11.7&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318Y)",Yes,48,48,2,1,11.7&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (3.20 GHz, Intel Xeon Gold 5315Y)",Yes,32,16,2,2,11.5&nbsp;,11.8&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.80 GHz, Intel Xeon E-2378G)",Yes,16,8,1,2,15.7&nbsp;,16.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.50 GHz, Intel Xeon E-2386G)",Yes,12,6,1,2,15.1&nbsp;,15.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.10 GHz, Intel Xeon E-2324G)",Yes,4,4,1,1,13.1&nbsp;,13.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Silver 4314)",Yes,32,32,2,1,11.5&nbsp;,11.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 5320)",Yes,52,52,2,1,11.8&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 5320T)",Yes,40,40,2,1,11.9&nbsp;,12.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.70 GHz, Intel Xeon E-2374G)",Yes,8,4,1,2,14.8&nbsp;,15.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.60 GHz, Intel Xeon E-2378)",Yes,16,8,1,2,15.1&nbsp;,15.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.20 GHz, Intel Xeon E-2356G)",Yes,12,6,1,2,15.0&nbsp;,15.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Silver 4316)",Yes,40,40,2,1,11.6&nbsp;,11.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Silver 4310)",Yes,24,24,2,1,10.9&nbsp;,11.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Silver 4310T)",Yes,20,20,2,1,11.0&nbsp;,11.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.40 GHz, Intel Xeon E-2334)",Yes,8,4,1,2,14.2&nbsp;,14.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.90 GHz, Intel Xeon E-2336)",Yes,12,6,1,2,14.5&nbsp;,14.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (3.20 GHz, Intel Xeon E-2388G)",Yes,16,8,1,2,15.9&nbsp;,16.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS700-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Silver 4309Y)",Yes,32,16,2,2,11.5&nbsp;,11.8&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS300-E11(P12R-M) Server System (2.80 GHz, Intel Xeon E-2314)",Yes,4,4,1,1,12.9&nbsp;,13.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.20 GHz, AMD EPYC 7773X",Yes,64,64,1,2,12.5&nbsp;,12.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.20 GHz, AMD EPYC 7773X",Yes,128,128,2,2,12.5&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 3.05 GHz, AMD EPYC 7373X",Yes,32,32,2,2,13.4&nbsp;,13.6&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.80 GHz, AMD EPYC 7573X",Yes,64,64,2,2,12.7&nbsp;,12.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720A-E11(KMPP-D32) Server System 2.80 GHz, AMD EPYC 7473X",Yes,48,48,2,2,13.1&nbsp;,13.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7473X",Yes,24,24,1,2,13.0&nbsp;,13.2&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 2.80 GHz, AMD EPYC 7573X",Yes,32,32,1,2,12.7&nbsp;,12.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS520A-E11(KMPA-U16) Server System 3.05 GHz, AMD EPYC 7373X",Yes,16,16,1,2,13.3&nbsp;,13.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 6330N)",Yes,56,56,2,1,11.7&nbsp;,11.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Silver 4310)",Yes,24,24,2,1,10.9&nbsp;,11.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 5318S)",Yes,48,48,2,1,11.7&nbsp;,11.9&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Gold 5320)",Yes,52,52,2,1,11.8&nbsp;,12.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Gold 6342)",Yes,48,48,2,1,12.1&nbsp;,12.3&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Gold 6312U)",Yes,24,24,1,1,12.8&nbsp;,13.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.30 GHz, Intel Xeon Gold 6314U)",Yes,32,32,1,1,12.3&nbsp;,12.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.80 GHz, Intel Xeon Silver 4309Y)",Yes,32,16,2,2,11.9&nbsp;,12.1&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.20 GHz, Intel Xeon Platinum 8352S)",Yes,64,64,2,1,12.3&nbsp;,12.5&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (3.60 GHz, Intel Xeon Gold 6334)",Yes,16,16,2,1,12.5&nbsp;,12.7&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.10 GHz, Intel Xeon Gold 6338T)",Yes,48,48,2,1,12.2&nbsp;,12.4&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.60 GHz, Intel Xeon Gold 6348)",Yes,56,56,2,1,12.6&nbsp;,12.8&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (3.10 GHz, Intel Xeon Gold 6346)",Yes,32,32,2,1,12.7&nbsp;,13.0&nbsp;,--,--
ASUSTeK Computer Inc.,"ASUS RS720-E10(Z12PP-D32) Server System (2.40 GHz, Intel Xeon Silver 4314)",Yes,32,32,2,1,11.9&nbsp;,12.1&nbsp;,--,--
China Academy of Information and Communications Technology,"Huawei 1288H V5 (Intel Xeon Gold 5218R, 2.10 GHz)",Yes,40,40,2,1,11.3&nbsp;,11.6&nbsp;,--,--
China Academy of Information and Communications Technology,"Huawei 1288H V5 (Intel Xeon Gold 5220R, 2.20 GHz)",Yes,48,48,2,1,11.5&nbsp;,11.8&nbsp;,--,--
China Academy of Information and Communications Technology,Huawei 2488H V5 (Intel Xeon Gold 6244),Yes,32,32,4,1,12.3&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,"Huawei 2288H V5 (Intel Xeon Gold 5220R, 2.20 GHz)",Yes,48,48,2,1,11.4&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei CH121 V5 (Intel Xeon Gold 6258R),Yes,56,56,2,1,11.5&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 1288H V5 (Intel Xeon Gold 6238R),Yes,56,56,2,1,11.5&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 2288H V5 (Intel Xeon Gold 6238R),Yes,56,56,2,1,11.5&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 5288 V5 (Intel Xeon Gold 6238R),Yes,56,56,2,1,11.5&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 2488H V5 (Intel Xeon Platinum 8268),Yes,96,96,4,1,11.4&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei CH121 V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,11.7&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 5288 V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,11.7&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 1288H V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,11.7&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 2288H V5 (Intel Xeon Gold 6246R),Yes,32,32,2,1,11.7&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 2488H V6 (Intel Xeon Platinum 8376HL),Yes,112,112,4,1,12.3&nbsp;,Not Run,--,--
China Academy of Information and Communications Technology,Huawei 2288H V6 (Intel Xeon Platinum 8380),Yes,80,80,2,1,11.8&nbsp;,Not Run,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6150, 2.70GHz)",Yes,36,36,2,1,8.81,9.09,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8156, 3.60GHz)",Yes,8,8,2,1,8.26,8.53,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,36,2,1,8.92,9.16,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6140, 2.30GHz)",Yes,72,72,4,1,8.87,9.14,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,28,2,1,7.70,7.92,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5118, 2.30GHz)",Yes,24,24,2,1,7.62,7.81,--,--
Cisco Systems,"Cisco UCS C240 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,24,2,1,9.79,Not Run,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,48,48,4,1,9.88,Not Run,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8158, 3.00GHz)",Yes,24,24,2,1,8.87,9.15,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6132, 2.60GHz)",Yes,28,28,2,1,8.71,8.97,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6150, 2.70GHz)",Yes,36,36,2,1,8.93,9.16,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8158, 3.00GHz)",Yes,48,48,4,1,8.87,9.15,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5120, 2.20GHz)",Yes,28,28,2,1,7.71,7.94,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170, 2.10GHz)",Yes,104,104,4,1,9.04,9.35,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6154, 3.00GHz)",Yes,36,36,2,1,8.88,9.14,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6146, 3.20GHz)",Yes,24,24,2,1,9.80,10.1&nbsp;,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,56,2,1,9.28,9.56,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176, 2.10GHz)",Yes,56,56,2,1,9.32,9.61,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6134M, 3.20GHz)",Yes,16,16,2,1,8.75,9.02,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180M, 2.50GHz)",Yes,56,56,2,1,9.24,9.57,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6142M, 2.60GHz)",Yes,32,32,2,1,8.76,9.06,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8180, 2.50GHz)",Yes,56,56,2,1,9.34,9.65,--,--
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,48,48,4,1,9.95,10.2&nbsp;,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,52,52,2,1,9.02,9.35,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8160M, 2.10 GHz)",Yes,48,48,2,1,8.95,9.23,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8170M, 2.10 GHz)",Yes,104,104,4,1,9.07,9.36,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4112, 2.60 GHz)",Yes,8,8,2,1,6.68,6.88,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6140M, 2.30 GHz)",Yes,36,36,2,1,8.83,9.11,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Platinum 8176M, 2.10 GHz)",Yes,56,56,2,1,9.27,9.56,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,8.87,9.14,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8176, 2.10 GHz)",Yes,28,28,1,1,9.22,9.47,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6146, 3.20 GHz)",Yes,12,12,1,1,9.65,9.91,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,24,2,1,7.11,7.34,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,20,2,1,7.04,7.27,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,16,2,1,6.93,7.15,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4110, 2.10 GHz)",Yes,16,16,2,1,6.97,7.16,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Silver 4112, 2.60 GHz)",Yes,8,8,2,1,6.63,6.84,--,--
Cisco Systems,"Cisco UCS B480 M5 (Intel Xeon Gold 6136, 3.00 GHz)",Yes,48,48,4,1,8.87,9.12,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6142, 2.60 GHz)",Yes,32,32,2,1,8.86,9.14,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134, 3.20 GHz)",Yes,16,16,2,1,8.85,9.12,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6126, 2.60 GHz)",Yes,24,24,2,1,6.50,6.69,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 5122, 3.60 GHz)",Yes,8,8,2,1,8.29,8.54,--,--
Cisco Systems,"Cisco UCS C480 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,112,112,4,1,9.30,9.59,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,12,2,1,8.45,8.72,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6128, 3.40 GHz)",Yes,12,12,2,1,8.40,8.68,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4116, 2.10 GHz)",Yes,24,24,2,1,7.16,7.40,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6152, 2.10 GHz)",Yes,44,44,2,1,8.93,9.25,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Gold 6134M, 3.20 GHz)",Yes,16,16,2,1,8.83,9.11,--,--
Cisco Systems,"Cisco UCS C220 M5 (Intel Xeon Gold 6130, 2.10 GHz)",Yes,32,32,2,1,8.78,9.06,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Platinum 8180M, 2.50 GHz)",Yes,56,56,2,1,9.39,9.65,--,--
Cisco Systems,"Cisco UCS B200 M5 (Intel Xeon Silver 4114, 2.20 GHz)",Yes,20,20,2,1,7.10,7.31,--,--
